"","enc","exp","para01d","pseu01d","pseu03d","pseu04d","para02d","para03d","para04d","pseu08d","para05d","pseu09d","cons03d","cons04d","cono","inte","bene01d","cona03d","risk03i","acce03d","trus03d","risk04i","acce04d","bene04d","trus04d","cona04d","sexo","edad","naci","regi","ciud","alim","edu1","edu2","ingr","nsep","alca","reli","frel","etni","opol","tru1","tru2","tru3","tru4","tru5","tru6","tru7","pref1r","pref2r","pref3r","pref4r","pref5r","pref6r","fuen1r","fuen2r","fuen3r","fuen4r","fuen5r","fuen6r","fuen7r","fuen8r","fuen9r","pseu02r","pseu05r","pseu06r","pseu07r","cons01r","cons02r","pref1rn","pref2rn","pref3rn","pref4rn","pref5rn","pref6rn","pref1rt","pref2rt","pref3rt","pref4rt","pref5rt","pref6rt","pref1ro","pref2ro","pref3ro","pref4ro","pref5ro","pref6ro","risk01r","cona01r","acce01r","risk02r","cona02r","trus01r","acce02r","trus02r","bene02r","bene03r"
"11",1,1,"1","2","2","2","2","2","2","1","2","1","2","2",2,4,"2","2","2","2","2","2","2","2","2","2",2,32,1,9,2,1,7,7,9,3,4,4,8,9,7,"1","1","1","2","2","2","2",1,2,1,3,1,2,0,0,1,1,1,0,0,1,0,"2","1","1","2","1","2",0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"1","1","2","1","2","1","2","3","2","2"
"12",1,1,"3","2","2","1","1","2","1","1","2","1","1","1",3,3,"3","2","2","3","3","3","1","3","3","3",1,33,1,9,2,1,7,7,9,4,4,14,1,9,2,"1","1","1","1","3","2","2",1,2,4,2,1,3,0,1,1,0,1,0,0,0,0,"1","1","1","1","1","1",0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,"3","2","3","3","3","1","3","3","3","2"
"13",1,1,"2","1","1","1","1","2","1","1","1","2","3","3",3,3,"3","1","1","2","1","1","1","1","1","1",1,19,1,12,1,1,5,5,2,2,2,3,5,1,7,"2","2","3","3","3","3","2",1,2,2,4,1,2,0,0,0,0,1,1,0,1,0,"3","3","3","3","1","1",0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,"1","1","1","1","1","1","1","1","1","2"
"14",1,2,"1","1","1","2","1","1","2","1","1","1","2","2",2,4,"2","2","2","2","3","1","2","2","3","2",2,35,1,13,2,1,5,5,6,3,4,3,4,9,2,"1","1","1","1","3","3","3",1,1,1,2,1,3,1,1,0,0,0,1,0,1,0,"1","2","1","1","1","1",0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,"1","2","1","2","2","1","1","3","2","2"
"15",1,2,"3","1","3","1","2","2","2","2","2","1","3","2",3,4,"1","2","1","1","1","1","1","1","1","1",1,38,1,12,1,1,5,5,7,3,3,1,3,1,6,"2","1","2","2","3","2","2",2,3,3,1,2,2,0,0,1,1,0,0,1,0,0,"2","1","1","1","2","3",1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"1","1","1","1","2","1","2","3","2","1"
"16",1,2,"3","1","3","1","2","3","3","3","3","1","3","3",3,4,"1","2","1","1","2","2","1","2","1","1",2,40,1,13,2,1,7,7,7,2,3,11,3,9,2,"2","2","2","1","1","1","1",4,1,4,4,4,3,1,1,1,1,1,0,1,1,1,"1","2","3","1","2","1",0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,"1","1","1","1","2","1","1","1","1","2"
"17",1,2,"1","1","3","3","2","2","1","1","1","2","1","2",3,2,"2","2","2","2","3","3","2","2","2","2",1,36,1,9,2,1,7,7,7,4,4,2,3,0,4,"3","2","2","2","2","2","2",1,4,3,4,2,4,0,0,0,0,0,0,0,0,1,"2","3","3","1","1","1",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,"3","2","2","2","2","1","2","2","1","2"
"18",1,2,"1","1","3","1","1","1","1","2","1","3","2","2",5,3,"3","2","1","3","1","1","2","3","3","2",2,49,1,13,2,4,5,5,5,4,4,11,1,9,2,"2","1","3","2","3","3","3",4,3,4,4,4,4,0,0,1,0,0,0,0,1,0,"3","1","1","1","1","1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,"1","1","2","1","3","1","2","2","3","3"
"19",1,2,"1","1","1","2","1","1","1","1","1","1","2","2",2,3,"2","2","2","3","3","2","1","1","1","1",1,34,1,9,2,1,6,6,9,5,4,14,1,9,2,"1","1","2","1","3","2","1",4,4,1,3,1,4,0,0,1,0,0,1,0,1,0,"2","2","2","1","2","3",0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,"1","2","2","1","2","2","2","3","3","3"
"20",1,2,"1","1","2","1","1","1","2","1","3","2","3","1",3,2,"3","2","3","3","3","3","2","3","3","3",2,35,1,13,2,1,6,6,7,3,4,14,1,9,2,"1","1","2","2","1","2","3",4,2,1,3,2,2,1,1,0,0,1,0,0,0,0,"2","1","1","1","1","1",0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,"3","2","2","1","3","2","3","3","3","3"
"21",1,2,"3","1","3","1","2","3","1","1","3","1","2","2",3,3,"3","2","1","1","1","1","1","1","3","1",2,34,1,2,2,1,6,8,7,3,4,14,1,9,7,"2","1","1","1","1","1","1",4,4,1,1,4,4,0,0,0,0,0,0,0,1,0,"1","1","1","1","2","1",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,"1","1","1","1","3","3","1","3","1","1"
"22",1,2,"2","2","3","2","3","3","3","3","3","1","1","3",2,3,"1","2","2","2","2","2","2","2","2","2",1,29,1,9,2,1,5,5,6,3,4,5,3,0,7,"2","1","1","1","3","2","2",1,2,1,2,2,2,0,0,0,0,1,0,0,0,0,"2","1","1","3","3","2",0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,"2","2","2","2","1","3","2","2","2","2"
"23",1,2,"1","1","1","3","1","3","3","1","1","3","1","1",3,5,"2","2","2","2","3","3","2","2","3","2",1,49,1,9,2,1,7,7,8,4,3,1,3,9,2,"1","1","2","2","3","3","3",1,3,2,2,4,3,0,0,1,0,0,0,0,0,0,"1","1","1","1","1","1",0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,"1","1","2","2","2","1","2","3","2","2"
"24",1,3,"2","3","1","1","3","2","3","1","2","1","3","3",2,3,"3","3","2","1","1","3","2","2","1","2",1,25,1,12,1,1,4,8,9,5,4,12,3,9,2,"1","1","1","2","3","3","3",2,3,2,1,4,4,0,0,0,1,0,0,1,1,0,"2","1","1","1","2","1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"2","2","2","3","3","1","2","3","3","3"
"25",1,3,"1","3","3","2","2","3","2","2","2","2","3","2",3,3,"3","2","2","2","2","2","2","1","3","2",2,28,1,12,1,1,4,3,4,6,4,14,1,9,7,"1","1","1","1","1","2","3",2,3,4,2,2,2,1,0,0,0,0,1,0,0,0,"1","1","1","1","3","1",1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,"2","1","2","1","1","2","1","3","2","2"
"26",1,3,"1","1","2","1","1","1","1","1","1","3","2","1",3,4,"1","1","1","1","1","3","1","1","2","1",1,20,1,12,1,1,3,4,5,3,2,14,1,0,2,"1","1","1","1","2","2","3",2,3,4,4,3,1,1,0,0,0,1,0,1,1,1,"3","1","1","1","1","1",1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"1","1","1","1","1","1","1","2","1","1"
"27",1,3,"1","3","3","3","2","2","2","1","2","3","1","2",4,4,"2","2","1","1","3","2","1","2","3","1",2,25,1,12,1,1,4,6,4,3,4,12,1,9,7,"1","1","1","2","2","1","3",2,3,2,3,1,2,1,0,0,1,1,0,1,1,0,"2","1","1","1","1","1",1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,"1","1","1","1","2","1","1","3","2","2"
"28",1,3,"1","1","1","1","1","1","1","1","1","3","2","2",4,3,"3","3","3","3","3","3","2","3","3","3",2,34,1,9,2,1,8,8,8,3,3,1,1,9,2,"1","2","2","2","3","3","1",4,3,3,3,1,2,1,1,0,0,0,0,0,0,0,"1","1","1","1","1","1",0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,"2","2","3","3","3","3","3","3","3","3"
"29",1,3,"1","1","2","3","1","2","2","1","2","3","2","2",3,4,"1","2","2","2","3","2","2","3","2","2",2,43,1,9,2,1,4,5,8,3,3,4,8,0,7,"1","1","1","1","2","2","2",1,2,3,2,4,3,0,0,1,0,0,0,0,0,0,"2","2","1","1","2","1",0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,"1","1","1","2","2","1","2","3","2","2"
"30",1,3,"3","3","3","3","2","3","3","1","2","1","3","2",3,4,"2","1","1","1","1","1","1","1","3","1",1,41,1,12,1,1,5,5,9,4,4,1,3,0,4,"1","1","3","1","3","3","3",1,2,4,2,2,2,0,1,1,1,0,0,1,1,0,"2","1","1","1","1","2",0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,"1","1","1","1","3","1","1","3","1","2"
"31",1,3,"1","1","1","3","1","1","1","1","1","1","3","1",2,4,"1","1","1","1","1","2","1","2","1","1",1,45,1,13,2,1,7,7,1,4,3,13,1,9,2,"1","1","1","1","3","3","3",4,4,1,4,2,3,0,0,1,1,0,0,0,1,0,"2","2","1","1","1","1",0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,"1","1","1","1","1","1","1","3","1","1"
"32",1,3,"2","3","3","3","2","3","2","2","2","1","3","1",2,5,"3","1","1","2","1","3","2","2","2","2",1,62,1,12,1,1,5,5,9,3,4,12,1,9,3,"1","1","1","2","3","2","3",4,3,4,1,4,3,0,1,0,0,0,0,0,0,0,"1","1","2","1","1","3",0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,"1","1","1","1","1","1","2","3","2","3"
"33",1,3,"3","3","3","3","1","3","3","1","3","3","3","3",3,3,"1","1","1","1","1","1","1","1","3","1",2,29,1,9,2,1,5,6,9,3,4,1,4,9,6,"1","1","3","1","2","2","3",2,2,2,2,2,3,0,0,0,0,0,0,0,0,1,"1","3","3","1","1","1",1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,"1","1","1","1","1","1","1","3","1","1"
"34",1,4,"1","3","1","1","1","1","1","1","1","3","2","2",3,4,"3","1","1","1","3","1","1","3","1","1",2,30,1,13,2,2,5,5,7,3,3,13,1,9,1,"1","1","1","1","3","1","3",2,3,3,2,1,2,1,1,1,1,0,1,1,1,1,"1","1","1","1","1","1",1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,"1","1","1","2","1","1","1","1","1","3"
"35",1,4,"3","3","3","1","2","2","3","1","3","3","2","2",3,4,"2","2","2","2","2","2","2","3","2","2",2,27,1,12,1,1,5,5,4,3,3,1,2,9,7,"2","2","1","2","2","2","3",2,3,1,2,4,2,0,1,1,1,1,0,0,1,0,"1","1","1","1","1","1",1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,"2","2","2","1","2","1","2","2","2","2"
"36",1,4,"2","1","3","1","1","3","2","1","3","1","3","3",1,2,"2","3","2","3","2","1","1","3","3","2",1,24,1,12,1,1,3,5,10,3,3,12,1,9,8,"2","2","2","2","2","1","2",2,3,3,4,4,2,0,0,0,0,0,1,0,1,0,"2","1","1","1","3","2",1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,"1","2","3","1","3","2","2","3","2","3"
"37",1,4,"1","2","2","1","1","2","1","1","1","1","2","2",2,4,"3","1","1","1","2","1","1","2","2","1",1,21,1,12,1,1,4,4,3,3,4,1,4,9,7,"1","1","1","1","2","2","3",4,3,4,2,4,2,0,0,0,0,1,0,0,1,0,"1","1","1","1","1","2",0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,"1","1","1","2","1","2","1","2","1","1"
"38",1,4,"1","1","1","1","1","1","1","1","1","1","1","1",5,3,"3","3","3","3","3","3","3","3","3","3",2,34,1,13,2,1,8,5,8,4,4,2,1,9,2,"3","2","3","2","3","3","3",1,2,1,1,1,3,1,1,0,0,0,0,0,0,0,"1","1","1","1","1","1",0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,"3","3","3","3","3","3","3","3","3","3"
"39",1,4,"1","1","1","1","1","1","1","1","1","1","3","1",2,3,"1","2","1","2","3","2","2","3","3","2",2,29,1,13,2,1,3,8,4,4,3,13,1,0,2,"1","1","2","1","3","2","3",1,2,3,4,2,3,0,0,0,1,0,1,1,1,0,"3","1","1","1","1","1",0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,"1","1","1","3","2","3","3","3","3","2"
"40",1,4,"1","2","1","3","1","2","1","1","2","1","2","2",2,2,"2","2","2","2","3","3","1","3","1","3",2,20,1,12,1,1,3,5,2,3,4,14,1,0,7,"1","1","1","2","2","2","2",2,4,4,4,2,2,0,0,0,1,0,0,0,0,0,"3","1","2","1","3","2",1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,"1","1","2","3","2","2","3","2","2","1"
"41",1,4,"3","1","1","3","1","1","2","1","1","3","2","2",4,3,"3","3","3","3","3","3","3","3","3","3",1,34,1,12,1,1,7,8,7,4,4,2,1,9,2,"1","1","1","1","3","1","3",1,2,3,2,3,3,0,0,0,0,0,0,0,1,0,"2","1","1","1","1","1",0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,"2","2","2","1","2","1","3","2","3","3"
"42",1,4,"1","1","2","3","1","2","1","1","1","1","1","1",3,3,"3","3","3","3","1","3","3","3","3","2",1,63,1,12,1,1,7,7,9,5,4,1,4,9,7,"1","1","1","3","3","2","2",2,2,3,1,2,3,0,0,1,0,0,0,0,1,1,"1","1","1","1","1","1",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"3","2","2","2","3","1","1","2","3","3"
"43",1,4,"3","3","3","3","1","3","2","1","2","2","2","1",3,3,"3","3","2","3","3","3","3","3","3","3",2,74,1,12,1,1,5,5,6,3,4,1,3,9,6,"3","2","2","3","3","2","3",2,2,1,2,4,2,0,0,1,0,0,0,0,0,0,"1","1","1","1","1","1",1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,"2","2","2","1","2","2","2","3","3","2"
"44",1,4,"1","3","3","3","1","2","1","1","2","1","2","1",3,3,"3","3","2","3","2","3","3","3","2","3",2,37,1,12,1,1,5,7,9,5,4,12,1,2,5,"1","1","1","3","1","1","1",4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,"1","2","1","1","1","1",0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,"1","3","1","3","3","1","1","1","1","3"
"45",1,4,"1","1","1","1","1","1","1","1","1","1","2","1",3,3,"3","3","3","3","3","3","3","3","3","3",1,35,1,13,2,2,6,6,9,4,4,1,3,9,2,"1","2","1","1","3","3","3",1,3,3,2,2,3,0,0,1,0,1,0,1,0,0,"2","1","1","1","1","1",0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,"2","1","3","3","3","3","3","3","3","3"
"46",1,4,"3","2","3","3","3","3","3","1","3","2","3","2",4,3,"3","1","2","2","3","2","1","3","1","1",2,30,1,2,2,1,6,6,8,4,4,4,4,9,8,"3","2","3","2","3","2","3",4,1,3,2,4,4,1,0,0,0,0,0,0,1,0,"1","2","2","1","1","1",0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,"1","1","1","1","1","1","1","1","2","1"
"47",1,4,"2","1","1","3","1","1","2","1","3","2","1","1",2,5,"1","1","1","1","3","1","1","1","3","1",1,34,1,9,2,1,6,6,9,4,3,1,4,0,4,"3","2","2","2","3","3","3",1,3,1,2,2,3,0,0,1,0,1,0,0,0,0,"2","1","1","1","3","1",0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,"1","1","1","1","1","1","1","3","1","1"
"48",1,4,"2","1","3","3","2","3","1","1","3","3","3","2",5,3,"1","1","1","1","3","1","1","1","3","1",1,29,1,2,2,1,6,6,9,3,4,4,4,9,7,"2","2","2","1","3","1","3",4,1,3,2,4,2,1,0,0,0,1,0,0,1,0,"1","3","1","1","3","2",0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,"1","1","1","1","1","1","1","3","1","1"
"49",2,1,"3","3","3","3","1","2","3","2","3","1","3","1",2,4,"1","1","1","1","1","1","1","1","3","1",2,32,1,8,2,1,4,4,2,3,2,2,2,9,7,"1","1","1","1","3","2","3",4,2,1,2,1,3,1,1,0,0,1,1,0,0,0,"1","3","2","1","1","2",0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,"1","1","1","1","1","1","1","3","1","1"
"50",2,1,"3","3","3","3","2","2","3","2","3","3","2","2",2,3,"2","2","2","2","2","2","2","2","2","2",2,20,1,9,2,4,5,5,2,2,3,2,2,9,2,"1","1","2","1","3","2","2",3,3,3,1,2,3,0,0,0,0,0,0,0,1,0,"1","2","2","1","2","1",0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"1","2","2","2","2","2","1","1","2","2"
"51",2,1,"1","2","1","3","3","3","3","1","2","3","3","3",4,5,"2","1","1","1","1","2","1","2","1","1",2,26,1,13,2,1,4,4,2,2,2,12,1,0,3,"1","1","1","2","3","1","1",1,2,3,1,4,3,0,0,0,1,0,1,0,1,0,"1","1","1","1","1","1",0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,"1","1","1","1","1","1","1","1","1","1"
"53",2,1,"3","2","1","1","2","1","1","3","3","2","3","2",2,4,"2","1","1","1","2","2","1","2","2","2",1,18,1,8,2,1,3,5,3,2,2,2,3,9,3,"1","1","1","1","3","3","3",1,3,3,4,4,2,0,1,0,1,0,0,1,0,0,"1","1","1","1","1","1",0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,"1","1","1","3","2","1","3","2","1","2"
"54",2,1,"3","3","3","3","3","3","3","1","3","3","3","3",5,5,"1","1","1","1","3","3","1","3","1","1",1,18,1,10,8,2,5,5,4,4,2,12,1,9,3,"3","1","1","1","2","1","3",1,3,3,2,2,2,0,1,0,1,0,0,0,1,1,"2","1","1","1","1","1",0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,"1","1","2","2","2","2","1","1","1","3"
"55",2,1,"3","2","3","1","1","2","2","2","1","3","2","1",2,4,"2","2","1","1","3","1","1","1","1","1",2,37,1,12,1,1,5,5,10,3,3,13,3,9,3,"1","1","1","1","1","2","1",1,3,1,2,1,2,0,0,0,1,0,0,1,0,0,"3","1","1","1","1","1",0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,"2","2","2","1","1","1","1","1","2","3"
"56",2,1,"2","3","3","3","3","1","3","2","1","1","3","2",2,4,"2","2","2","2","2","2","2","2","2","2",1,33,1,8,2,4,4,5,3,3,4,15,1,9,7,"2","2","1","2","2","2","3",1,3,3,4,2,3,0,0,0,1,0,0,0,0,0,"1","1","2","1","2","2",0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,"2","2","2","2","2","2","1","2","2","2"
"58",2,2,"2","2","2","1","2","1","3","2","1","1","3","3",3,4,"2","2","3","3","3","2","3","2","1","3",2,19,1,13,2,1,3,5,5,4,4,13,1,9,4,"1","1","1","1","3","1","3",1,2,4,4,4,2,0,0,1,1,1,0,0,1,0,"1","1","2","1","3","2",0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,"2","1","2","1","1","2","1","3","2","3"
"59",2,2,"1","2","1","3","1","1","3","1","3","3","2","1",4,5,"3","3","1","3","1","1","1","1","3","2",1,19,1,13,2,1,5,5,6,3,3,13,1,0,8,"3","1","1","3","3","1","2",1,3,3,2,1,2,1,1,0,1,0,0,0,0,0,"1","1","3","1","2","3",0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,"1","1","3","2","3","1","3","3","1","1"
"60",2,2,"1","1","1","1","1","3","2","1","2","3","1","2",2,3,"2","3","1","3","3","3","2","3","3","2",2,26,1,6,2,1,5,5,9,3,4,3,4,0,5,"2","1","1","1","1","1","2",2,1,4,1,2,3,0,0,0,1,1,0,1,0,0,"2","2","3","1","2","1",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,"1","1","1","2","3","1","1","2","2","2"
"61",2,2,"1","3","1","3","1","1","1","1","1","3","2","1",3,4,"1","3","3","2","2","1","1","2","2","2",2,25,1,13,2,1,5,3,3,3,4,12,1,9,6,"2","1","2","1","3","1","3",1,1,3,2,2,2,0,0,1,1,1,0,1,0,0,"1","1","1","1","1","2",0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,"1","1","1","1","2","1","3","3","1","1"
"62",2,2,"3","3","2","3","2","3","1","1","2","3","2","2",1,2,"2","2","2","2","2","2","2","2","2","2",1,22,1,5,2,5,3,3,3,1,2,1,1,0,3,"1","1","1","1","1","1","1",1,4,4,4,1,1,0,0,0,0,0,0,0,0,0,"2","1","1","1","3","2",0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,"2","2","2","2","2","2","2","2","2","2"
"63",2,2,"1","1","1","3","1","1","1","2","1","3","3","3",2,3,"3","3","1","2","2","1","1","3","2","2",2,23,1,15,2,4,3,3,4,2,3,14,2,9,8,"1","1","1","1","3","2","3",1,1,4,4,2,2,0,0,0,0,0,1,0,0,0,"1","1","1","1","2","1",0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,"1","3","3","1","3","2","2","2","1","3"
"64",2,2,"1","3","1","2","1","1","1","1","2","3","3","1",5,5,"3","3","1","3","3","3","1","3","3","3",2,21,1,8,2,1,5,5,2,2,1,11,1,9,3,"1","1","1","1","3","3","3",1,1,3,1,1,2,1,1,0,1,0,1,0,0,0,"2","1","1","1","1","1",0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,"1","1","1","1","3","1","3","3","1","3"
"65",2,2,"3","3","3","2","3","3","3","1","1","3","2","1",3,4,"2","2","3","2","3","3","2","3","3","2",1,3,1,14,2,4,3,3,2,3,3,1,4,9,7,"1","3","1","1","3","3","3",1,3,3,4,2,2,0,0,0,0,1,0,0,0,0,"1","1","1","1","1","1",0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,"2","1","2","1","3","2","1","2","1","2"
"66",2,3,"3","3","3","3","2","3","2","2","3","3","3","2",2,2,"2","2","2","2","2","2","2","2","2","2",2,58,1,12,1,4,4,4,4,3,3,1,7,9,7,"1","1","1","1","2","2","3",4,3,2,4,4,3,0,0,0,0,1,0,0,1,0,"1","1","1","1","1","1",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,"2","2","2","2","2","2","2","2","2","2"
